ID;BAIRRO;TIPO;RUA;NUMERO;PRECO;R$/m2;DESC;CEP;latitude;longitude
2655808098;Botafogo;APARTMENT;Praia Botafogo;148;750000,00;3947,37;Apartamento com 4 quartos em Botafogo, na Praia de Botafogo,   Excelente Apartamento com 190m2 em Botafogo, Possui 2 salas grandes, 4 quartos, sendo 2 suites, 3 banheiros, 1 cozinha espacosa, area de servico, 1 dependencia de empregada completa, varanda e com sol da manha,   Localizado em uma area privilegiada ao lado da Fundacao Getulio Vargas, com facil acesso ao metro e comercio proximo, Portaria 24 horas,      Marque visitas com nossos especialistas, a R,SoareS esta consolidada em seis filiais nos bairros de grande relevancia (Barra da Tijuca, Vila Valqueire Vila Isabel, Copacabana, Tijuca e Botafogo) com lojas projetadas para melhor atender seus clientes e parceiros de negocios, @rsoaresimobiliaria -Cod:BAAP40037 -Rev,27Fev;22250145;-22,940917;-43,178551
2647339237;Botafogo;OFFICE;;;4000000,00;4000,00;Excelente oportunidade  Predio totalmente reformado 10m de frente 200m por andar Proximo de todo o comercio;22280004;-22,951193;-43,180784
2693755184;Cosme Velho;HOME;Rua Cosme Velho;132;8200000,00;4,10;-Cod:LACA100008 -Rev,27Fev;22241090; -22,938787;-43,196191
2658725271;Botafogo;HOME;Rua Bambina;30;1190000,00;4075,34;Casa de epoca, duplex, frente de rua, excelente para variados negocios, composta de:   1 primeiro andar) Piso: Hall, 5 quartos, sendo 2 em mezanino com pisa, 3 banheiros, Despensa,   2 segundo andar Piso, acesso escada alvenaria, Sala, 5 quartos, Cozinha, area,   Excepcional localizacao, proximo Metro Botafogo, supermercado Zona Sul, farto comercio e conducao,   Vale a visita!!!   Nosso horario de atendimento e de segunda a sexta-feira das 9h as 18h, Sabado e feriado de 9h as 15h, Domingo Home Office, Agende sua visita! CJ2410 Acesse nosso site e veja mais ofertas: https://www,juliobogoricin,com Avaliamos seu imovel gratuitamente, -Cod:JBF61431 -Rev,31Jan;22251050;-22,944447;-43,185503
2665327212;Botafogo;HOME;Rua Bambina;;1190000,00;4075,34;Grande oportunidade de investimento comercial (sugestoes como hostel, curso, clinica, restaurante etc) ou moradia com grande diferencial de nao ter condominio em Botafogo, bairro com vasta diversidade de comercio ao redor (padarias, restaurantes, shoppings, empreendimentos, hostel, etc) facilidade de locomocao para qualquer parte do Rio de Janeiro e com a praticidade e agilidade do metro,Rua Bambina voce encontrara esta Casa Duplex com 292 m2, juntinho a Estacao de Metro Botafogo e Praia Shopping,A casa e composta:,1 primeiro Piso:* 01 quarto na entrada da casa interligado a cozinha,* 01 area lateral na extensao da casa com tanques,* 03 quartos na parte superior e com cozinhas na parte inferior,* 04 banheiros sociais,2 segundo Piso dando acesso a area de circulacao com escada confortavel em madeira,* 01 suite externa com acesso a escada em alvenaria,*2 Espacosas Salas (Estar e Jantar com uma aconchegante Sacada Frontal), as quais podem ser transformadas em um magnifico Salao,*04 quartos,*espacosa copa cozinha,* 01 banheiro social com ventilacao natural, f2b62;22251050;-22,946388;-43,185678
2654100705;Botafogo;HOME;Rua Bambina;24;1190000,00;4075,34;Extremamente versatil e espacosa Casa Duplex de 292,00 m2, na Rua Bambina, em Botafogo/RJ, a menos de 10 minutos a pe da Estacao de Metro e a somente 8 minutos, tambem a pe, do Botafogo Praia Shopping,  * Diferenciais:  - Sem incidencia de Condominio e baixo valor de IPTU, - Extremamente versatil e espacosa (area Total de 292,00 m2), podendo-se criar diversos ambientes, - Fantastica localizacao - Em uma rua extremamente bem localizada e movimentada de um dos melhores e mais completos Bairros da Zona Sul Carioca, - Segura e proxima a Estacao do Metro e ao Botafogo Praia Shopping (8 a 10 minutos a pe), - Perfeita para a implantacao de um Hostel, de um Cafe, de uma Confeitaria, de uma Clinica, de um Restaurante ou de uma Escola de Idiomas,  * Casa (1 primeiro Pavimento):  - 1 Espacoso Quarto frontal interligado a 1 Cozinha, - 1 Ampla area Lateral de Circulacao com tanques, - 3 Confortaveis Ambientes com Quartos na parte superior e Cozinhas na parte inferior, - 4 Banheiros Sociais, - 3 Ambientes que podem ser transformados em Despensas, Lavanderias, Quartos, Salas de Televisao ou   * Casa (2 segundo Pavimento):  - 1 Suite Externa com acesso por meio de escada Linear de Alvenaria, - 2 Espacosas Salas (Estar e Jantar com uma aconchegante Sacada Frontal), as quais podem ser transformadas em um magnifico Salao, - Espacosa area de Circulacao com Escada Linear de Madeira, - 1 Amplo Quarto Social, - 2 Quartos Sociais, os quais podem ser unificados, constituindo-se em uma ampla Sala de Estar/Jantar, - 2 Cozinhas Adjacentes, as quais podem ser unificadas, constituindo-se em uma excelente e espacosa Copa/Cozinha, - 1 Quarto Social em nivel inferior, podendo ser transformado em um Ambiente totalmente distinto, - 1 Espacoso Banheiro Social com ventilacao natural;22251050;-22,944307;-43,185436
2642744954;Botafogo;APARTMENT;Praia Botafogo;;780000,00;4105,26;APARTAMENTO NA PRAIA DE BOTAFOGO DE 190M2, COM 4 QUARTOS SENDO 2 SUiTES, 2 SALoES, AMPLA COZINHA, aREA COM TANQUE E DEPENDeNCIAS COMPLETAS, 1 BANHEIRO SOCIAL E OUTRO DE SERVIcO,  IMoVEL DE 1 POR ANDAR, EM PONTO NOBRiSSIMO PRoXIMO DA FUNDAcaO GETuLIO VARGAS,  VALORES SUJEITOS A CONFIRMAcaO;22250145;-22,945495;-43,182181
2643633998;Botafogo;APARTMENT;Praia Botafogo;;760000,00;4130,43;Portella SM imoveis vende  Excelente apartamento em localizacao privilegiada, ao lado da FGV, 1 por andar, composto por sala ampla, 4 quartos, sendo 2 suites, 3 banheiros, cozinha espacosa, arejada e otima iluminacao natural com lavanderia e dependencia de empregada,  Imovel proximo a comercios, restaurantes e supermercados, a poucos metros do metro,  O valor esta nas pessoas!  COD 954;22250145;-22,940917;-43,178551
2611800601;Botafogo;APARTMENT;Rua General Polidoro;;850000,00;4187,19;Maravilhosa casa de vila, super familiar e silencioso, composto no primeiro andar dois dormitorios amplos e arejado , sendo um com suite, sala dois ambiente, tendo uma salina, cozinha ampla, segundo andar tem dois quartos e mais um banheiro junto com um terraco que contem uma churraqueira, no quintal a baixo tem uma sisterna com cinco mil litros, a unica casa que tem essa sistena, documentacao toda ok, -Cod:NBAP40852 -Rev,27Fev;22280003;-22,956505;-43,186665
2690721641;Botafogo;APARTMENT;Praia Botafogo;148;790000,00;4293,48;Ref: 3747 - ALBAE Imoveis vende otimo Apartamento 4 quartos na Praia de Botafogo,   - Apartamento 4 quartos, sendo duas suites canadenses, dependencias completas, Sala em dois ambientes, Imovel frente, claro e arejado, 184 m2,  - Localizacao espetacular, proximo ao Metro, proximo a Fundacao Getulio Vargas, Enseada de Botafogo e fato comercio na regiao, - O predio possui elevadores e servico de Portaria 24 hrs;22250145;-22,940917;-43,178551
2662647860;Botafogo;APARTMENT;Praia Botafogo;;800000,00;4347,83;Predio em estilo classico, frente, claro e arejado, Composto de salao em dois ambientes, 4 quartos sendo 2 suites, banheiro social, ampla cozinha, dependencia completa, Proximo a Fundacao Getulio Vargas, Enseada de Botafogo e fato comercio na regiao,A Nova epoca imoveis tem corretores altamente qualificados, consulte um dos nossos corretores e agende sua visita ou venha nos visitar, Rua Barata Ribeiro, 505, Copacabana, Muito mais que uma imobiliaria, encontre o imovel ideal para voce, com a seguranca do acompanhamento de um especialista durante todo o processo, O preco do imovel esta sujeito a mudanca sem aviso previo, conforme solicitacao do proprietario, Avaliamos seu imovel, O preco do imovel esta sujeito a mudanca sem aviso previo, conforme solicitacao do proprietario, Avaliamos seu imovel, visite nossa loja: Rua Barata Ribeiro, 505, 5a317;22250145;-22,945495;-43,182181
2679466003;Botafogo;COMMERCIAL_PROPERTY;Rua Bambina;165;1084000,00;4353,41;DESCONTO DE ATe 50% NO IMoVEL, LANCE INICIAL NA DESCRIcaO     Valor de Avaliacao: R$ 2,168,000,00   Lance Inicial: R$ 1,084,000,00   Data:     Desconto de ate 50% do valor de mercado,     Nossos consultores juridicos analisam toda documentacao sem custo inicial,     Se voce nao arrematar nao paga NADA,     Valor investido GARANTIDO pela Pacifico Sul,     Se acontecer qualquer problema a Pacifico Sul garante a devolucao do lance vencedor,     Entregamos o imovel livre de dividas e desocupado de pessoas,     Por conta do cumprimento de requisitos exigidos pelos portais imobiliarios, informamos que poderao existir discrepancias em relacao as caracteristicas reais dos imoveis em questao;22251050;-22,948931;-43,185669
2677388402;Botafogo;COMMERCIAL_BUILDING;;;1084000,00;4353,41;Predio comercial situado na Rua Bambina, numero 165, Botafogo, RJ area edificada: 249m2  IMoVEL EM LEILaO JUDICIAL   ENCERRAMENTO DO LEILaO:    LANCE MiNIMO: R$ 1,084,000,00   VALOR DA AVALIAcaO: R$ 2,168,000,00   Pagamento a vista Nao ha possibilidade de financiamento bancario   A nossa assessoria juridica cuida de todos os servicos judiciais, extrajudiciais e comerciais para que o imovel esteja em seu nome, sem qualquer pendencia, pronto para morar, alugar e,ou vender,   O seu unico trabalho sera escolher o imovel que pretende arrematar, TODO O RESTO e CONOSCO!   Somente arrematamos imoveis mediante parecer juridico positivo dos nossos advogados especialistas em leiloes imobiliarios,   Entre em contato conosco e entenda como podemos te ajudar a adquirir imoveis ate pela metade do valor de mercado, com extrema seguranca juridica, CATALDO SISTON LEILoES IMOBILIaRIOS, 16 anos de experiencia em arrematacoes, Contatos: Cel,: * 55  E-mail: contato@cataldosiston-leiloes,com,br Site: www,cataldosiston,com,br Endereco: Av, Rio Branco, 156, Gr, 3336 a 3339 - Centro - Rio de Janeiro - RJ - Brasil   Atencao: Por conta do cumprimento de requisitos exigidos pelos portais imobiliarios, informamos que poderao existir discrepancias em relacao as caracteristicas reais dos imoveis em questao, Para dirimir eventuais duvidas, entre em contato com a Assessoria Juridica Cataldo Siston Leiloes Imobiliarios;22251050;-22,951193;-43,180784
2597355169;Botafogo;CONDOMINIUM;Rua General Polidoro;;905000,00;4458,13;EXCELENTE CASA DE VILA EM BOTAFOGO COMPLETAMENTE ESPAcOSA E AREJADA, VILA SUPER FAMILIAR, APENAS 10 CASAS, IMOVEL COMPOSTO POR SALA AMPLA E AREJADA, COM PEQUENO QUARTINHO USADO COMO ESCRITORIO, COZINHA COM ARMARIOS EMBUTIDOS, 2 OTIMOS QUARTOS SENDO 1 AMPLA SUITE, VARANDA MUITO ACONHEGANTE E FORMOSO TERRAcO COM AREA GURMET, 2 QUARTOS E 1 BANHEIRO, OTIMA LOCALIZAcaO, PROXIMO A TODO COMERCIO, METRO E CONDUcoES, O IMOVEL NaO POSSUI VAGA MAS FICA LOCALIZADO AO LADO DE UM ESTACIONAMENTO,   AGENDE HOJE MESMO UMA VISITA COM NOSSOS CORRETORES PELOS TELEFONES OU WHATSAPP OU ACESSE NOSSO SITE: WWW,IMOBRASRJ,COM,BR -Cod:CPCN20006 -Rev,27Fev;22280002;-22,957614;-43,190305
2664244317;Botafogo;HOME;Rua Pinheiro Guimaraes;;900000,00;4500,00;Maravilhosa Casa de 2 quartos em Botafogo disponivel para venda na Privilegio Imoveis: CASA DUPLEX, DE VILA, ORIGINAL, PRECISANDO DE MODERNIZAcaO! TOTALMENTE NO TACO, JANELAS E PORTAS DE FERRO, GRANDE aREA EXTERNA, TERRAcO COBERTO, (100 m2), COM VAGA ESCRITURADA, LIGUE E CONFIRA,  O valor do imovel podera sofrer alteracao sem aviso previo;22281080;-22,958429;-43,194119
2643629775;Botafogo;HOME;Rua General Polidoro;304;920000,00;4532,02;PORTELLA SM VENDE:  Casa de vila super aconchegante e espacosa no bairro de Botafogo, Sao 203m2 divididos em sala ampla com saida para area externa em piso frio, Banheiro social com box e armario planejado, Cinco quartos muito confortaveis, um deles com saida para excelente terraco, area externa em dois andares, sendo uma varanda e um terraco, Copa-cozinha enorme, repleta de moveis, com saida para area de servico separada, Banheiro de dependencia,   O valor esta nas pessoas,  CoDIGO 932;22280003;-22,957614;-43,190305
2670137528;Botafogo;COMMERCIAL_BUILDING;Rua Bambina;;2300000,00;4554,46;Nova epoca vende predio em Botafogo com 505 m2 de area no IPTU, O primeiro andar conta com uma loja ampla, ideal para estabelecimento comercial, com muito espaco e bem iluminada, O segundo andar possui um apartamento de tres quartos, perfeito para residencia ou escritorio, com ambiente aconchegante e funcional, A localizacao privilegiada no bairro de Botafogo oferece facilidade de acesso a diversos servicos, comercios e transporte publico, Uma excelente oportunidade para investimento ou moradia em uma das regioes mais desejadas do Rio de Janeiro, 134d6;22251050;-22,946388;-43,185678
2664214728;Botafogo;BUSINESS;Rua Bambina;;2300000,00;4563,49;Loja,sobrado, totalizando 504m2, 2 banheiros, mezanino, em otima localizacao, farto comercio, a cinco minutos do metro Botafogo e polo gastronomico, excelente investimento para clinica, O sobrado dispoe de 4 quartos, cozinha, 2 banheiros, 2 areas externas e varandinha, perfeito para um hostel, podendo a loja ser vendida separadamente;22251050;-22,946388;-43,185678
2662895897;Botafogo;PENTHOUSE;Rua Sorocaba;651;695000,00;4572,37;Custo beneficio em Botafogo, transversal nobre! Com 98 m2 no IPTU, Planta composta por 3 quartos espacosos, sala quadrada, cozinha, 2 banheiro social, area de servico, dependencia completa (quarto + bh servico),Obra iniciada, com parte hidraulica, eletrica feita, com instalacao ja para splits, faltando apenas o acabamento, parte estetica a ser feito no imovel, possibilidade de construcao na parte de cima (laje) que tem 54,86 m2, ja existe uma liberacao de obra documentada e aprovada pela prefeitura em construcao no pavimento superior, com area externa e area gourmet, De frente, vista livre, bastante claro, ventilado, silencioso, com 2 lances de escadas, Documentacao toda ok, Localizacao privilegiada, facil conducao, farto comercio, proximo de colegios renomados, hospitais,clinicas, restaurantes, bancos e muito mais! Vazio, facil visitacao, agende ja sua visita, -Cod:BTCO30154 -Rev,27Fev;22271110;-22,955513;-43,188593
2662314362;Botafogo;VILLAGE_HOUSE;Rua Sao Clemente;178;1400000,00;4575,16;Oportunidade!!! Maravilhosa casa em uma vila tradicional de 1938, composta de sala bem ampla, 5 quartos, 2 vagas na frente da casa, terraco, a casa precisa de uma obra mais tem um grande potencial, a vila se encontra na Sao Clemente mais nem parece que esta em umaa principlal, nao perca essa oportunidade, -Cod:BTCV50010 -Rev,27Fev;22260002;-22,94945;-43,188256
2677403401;Botafogo;COMMERCIAL_BUILDING;;;4099000,00;4657,95;Murano Rio Imoveis Vende! Predio Comercial, com 880 m2, na rua Sorocaba em Botafogo, Em localizacao nobre, predio com 880 m2 em 4 pavimentos, possuindo no ultimo andar uma ampla area livre, 1 primeiro pavimento: recepcao, circulacao, sala da coordenacao, ginasio de fisioterapia, centro de estudos, sala de estetica, sala de RPG, copa-cozinha, 04 conjuntos sanitarios ( sendo dois com instalacao para deficientes fisicos) sistema de ar condicionado central, 1 elevador - cameras CFTV, extintores incendio, 2 segundo pavimento: 06 salas de fonoaudiologia, sala de exame, sala da coordenacao, centro de estudos, salas de arquivo, sala de atendimento, sala de audiometria, sala de material didatico, copa-cozinha, 4 conjuntos de sanitarios, sistema de ar condicionado central, 3 terceiro pavimento: 7 salas de psicologia, circulacao, sala da coordenacao, sala da administracao, centro de estudos, sala de material didatico, deposito, copa-cozinha, 4 conjuntos de sanitarios, sistema de ar condicionado central,4 quarto pavimento: area coberta e descoberta livre e sanitarios, Entre em contato conosco e receba um atendimento Profissional e Personalizado!;22271110;-22,951193;-43,180784
2626509289;Botafogo;COMMERCIAL_BUILDING;Rua Sorocaba;;4100000,00;4659,09;Predio Inteiro a venda na Rua Sorocaba, Botafogo, Rio de Janeiro - RJ, Imovel Comercial: RUA SOROCABA 158 BOTAFOGO , RJ, area Total: 880 m2, area por pavimento: 220 m2, Numero de Pavimentos: 041o, PAV: Recepcao, circulacao, sala da coordenacao, ginasio de fisioterapia, centro de estudos, sala de estetica, sala de RPG, copa-cozinha, 04 conjuntos de sanitarios (sendo 02 com instalacoes para deficientes fisicos), sistema de ar condicionado central 01 Elevador Cameras CFTV Extintores Incendio2o, PAV: 06 salas de fonoaudiologia, sala de exame, sala da coordenacao, centro de estudos, salas de arquivo, sala de atendimento, sala de audiometria, sala de material didatico, copa-cozinha, 04 conjuntos de sanitarios , sistema de ar condicionado central3o PAV: 07 salas de psicologia, circulacao, sala da coordenacao, sala da administracao, centro de estudos, sala dematerial didatico, deposito, copa-cozinha, 04 conjuntos de sanitarios, sistema de ar condicionado central4o PAV: Cobertura, copa-cozinha, sanitarios, vestiarios e depositos, -Cod:NBPR00021 -Rev,27Fev;22271110;-22,953633;-43,189675
2631518594;Botafogo;BUSINESS;Rua Real Grandeza;;1100000,00;4680,85;Loja em Botafogo - ao lado da Cyrela Iconyc by Yoo  Loja na Rua Real Grandeza com 238m2, Entre em contato agora e agende ja sua visita, Creci pj: RJ-008781 Atualizado por Verita imoveis e Consultoria Imobiliaria Ltda;22281036;-22,956356;-43,19247
2608083574;Botafogo;HOME;Rua das Palmeiras;;750000,00;4687,50;CASA DE RUA BEM LOCALIZADA!!!! Pode ser usada para comercio ou residencia, composta por 2 quartos ,1 sala e 1 banheiro, 100m2 + laje de aproximadamente 60 m2, Documentacao compra e venda, Aceita financiamento, Localizacao excelente, rua silenciosa, arborizada e cobicada, proximo ao metro, bancos, supermercados, escolas, shopping, correios, Valor sujeito a alteracao a qualquer momento, -Cod:NBCA20032 -Rev,27Fev;22270070;-22,953648;-43,190682
